,Date,User,Tweet
19,2023-03-06 14:49:56+00:00,DesarrNeg,@MP_ayuda no logro ingresar dinero en mi cuenta. Que sucede?
20,2023-03-06 14:42:30+00:00,FeddeManuel,@MP_ayuda y yo que almuerzo ahora? https://t.co/j5ssPzEtmg
21,2023-03-06 14:36:49+00:00,GastonBasoka,"Hola @MP_ayuda!!!
Desde ayer estoy esperando ingreso de dinero, que me realice de una cuenta propia. Me pueden dar una solución ??"
22,2023-03-06 14:36:03+00:00,AndreaBargas11,"@MP_ayuda @MP_ayuda hice 3 transferencias de 1000 cada una, solo se acreditaron 2 y del banco ya me descontaron la 3! Porque no acreditan mi dinero????????????????? https://t.co/Wbv5JEHJIB"
23,2023-03-06 14:32:28+00:00,jooonieminie,@DNDConsumidor @mercadopago @MP_ayuda ayer a las 6 de la tarde me transfirieron plata a mi cuenta y aún no se me acredita. La necesito con urgencia! Por favor den una respuesta contundente!
24,2023-03-06 14:15:45+00:00,ruky98745126,"@ValeBellene @mercadopago @MP_ayuda @BancoNacion La venganza de KRETYNA,No soporta que a los Argentinos les vaya bien,ella quiere ser la “QUEEN” de las SAQUEADORAS!!"
25,2023-03-06 14:14:59+00:00,germanderosas,@ValeBellene @CeSanz1 @mercadopago @MP_ayuda @BancoNacion Ayer desde ningún banco
26,2023-03-06 14:12:40+00:00,Uchangeth,"esta semana estuve teniendo problemas al recibir transferencias a mi cuenta de @mercadopago y no me dió la opción de contactar con alguien de AC en el servicio de ayuda, solo enviar formulario. Espero una pronta respuesta. @MP_ayuda"
27,2023-03-06 14:05:15+00:00,solorepublicaMM,"@ValeBellene @mercadopago @MP_ayuda @BancoNacion el problema es banco nacion si Tenes plata en mercado pago y quieres hacer una transferencia podes hacerla yo acabo de hacerlo, no pude hacerla desde banco nacion"
28,2023-03-06 14:04:13+00:00,Finanzas07,@MP_ayuda
29,2023-03-06 14:01:36+00:00,LicenciadoP,"@ValeBellene @mercadopago @MP_ayuda @BancoNacion Los de MP en Ezeiza, ayer https://t.co/0XfStysq6G"
30,2023-03-06 14:01:14+00:00,DChamorro89,"@ValeBellene @mercadopago @MP_ayuda @BancoNacion Me pasa lo mismo con BBVA, Lemon y Mercado pago. Desde ayer no aparecen 198K por ningún lado."
31,2023-03-06 13:54:07+00:00,LuisPaez1972,@ValeBellene @mercadopago @MP_ayuda @BancoNacion Cuando carajos van a solucionar esto? Desde el sábado que no se puede hacer..  soy de neuquen
32,2023-03-06 13:53:36+00:00,hirt_mercedes,@ValeBellene @mercadopago @MP_ayuda @BancoNacion https://t.co/uSVWsS21rn
33,2023-03-06 13:52:58+00:00,hirt_mercedes,@ValeBellene @mercadopago @MP_ayuda @BancoNacion Macro tampoco #MercadoPago
34,2023-03-06 13:52:20+00:00,ValeBellene,@MarceloSibelli @CeSanz1 @mercadopago @MP_ayuda @BancoNacion Gracias por la info
35,2023-03-06 13:47:22+00:00,cayatenow,"@ValeBellene @mercadopago @MP_ayuda @BancoNacion Según tengo entendido esta fallando COELSA, alguna novedad @BCRAusuarios ? O hay que esperar 10 días?"
36,2023-03-06 13:33:26+00:00,MarceloSibelli,@MP_ayuda que sucede? Hace más de una hora que no puedo hacer transferencia https://t.co/DtTzzCVQK4
37,2023-03-06 13:30:33+00:00,chris_malagoli,@ValeBellene @mercadopago @MP_ayuda @BancoNacion Desde ayer esperando una transferencia de otro banco a mercado pago y todavía no llega
38,2023-03-06 13:29:48+00:00,MarceloSibelli,@ValeBellene @CeSanz1 @mercadopago @MP_ayuda @BancoNacion Me sucede lo mismo con Banco Provincia de Buenos Aires
39,2023-03-06 13:26:46+00:00,ValeBellene,🔴#Mendoza Usuarios de #MercadoDePago @mercadopago @MP_ayuda  manifiestan no poder ingresar dinero al mismo desde sus cuentas de Banco Nación @BancoNacion https://t.co/xNEy6B6Vxt
40,2023-03-06 13:11:04+00:00,marcelorojook,"@MP_ayuda que pasa estimados nuevamente problemas para operar ñ, pagar servicios e ingresar dinero???"
41,2023-03-06 11:32:30+00:00,MP_ayuda,"@mruiza Buenos días, Marce. Queremos asesorarte con tu consulta, por eso podrás contactarnos por la mensajería privada (DM) desde nuestras cuentas verificadas de Facebook, Instagram y Twitter o desde el portal de ayuda, ingresando aquí:  https://t.co/Otyj2gHHNv 

Esperamos tu contacto."
42,2023-03-06 11:26:58+00:00,00dario00,"@MP_ayuda Hola, alguien esta intentando hacer compras en la web con mi número de tarjeta Mercado pago y son rechazadas pero continúan apareciendo compras y luego canceladas. Que debo hacer. Por el momento pause la tarjeta. Debo pedir un reemplazo?"
43,2023-03-06 10:43:12+00:00,nomesemisigno,"@MP_ayuda anoche a las 20 aprox hice dos transferencias, se me debitaron de mi cuenta del banco pero no impactaron en mercado pago, quiero que me acrediten o devuelvan la plata. Casi 12hs van."
44,2023-03-06 02:37:34+00:00,dario_je19,@ZorritoDeFeo @MP_ayuda Estamos igual 😔
45,2023-03-06 01:27:35+00:00,AlduOriti,@nico_a_m22 @mercadopago @MP_ayuda No andan las transferencias por banco. Desde la misma app de mp andan
46,2023-03-06 01:11:47+00:00,nico_a_m22,"@mercadopago @MP_ayuda impresentables los de mp. Me transfiero de una misma cuenta y no se refleja la transferencia. Pruebo desde otro lado y el servicio anda. Son unos delincuentes, reteniendo el dinero ajeno.
Ladrones."
47,2023-03-06 01:07:52+00:00,MartinLip,@spykeback @lemoncashapp @abrulipaarr no sos la unica damnificada por la demoras de @MP_ayuda @mercadopago parece
48,2023-03-06 01:04:32+00:00,moreyg,@mercadopago @MP_ayuda @BancoIndustrial
49,2023-03-05 23:57:35+00:00,EnzoFerretti14,@MP_ayuda Cuando arreglan esa mrd??? Esta súper caído no se puede hacer nada.
50,2023-03-05 23:56:20+00:00,claudia_moou,"@MP_ayuda 
La atención de MP
😡😡😡😡😡
#Argentina https://t.co/ImDRLJcmTg"
51,2023-03-05 23:54:21+00:00,claudia_moou,"@MP_ayuda @mercadopago @Mercadolibre 
No transfieran !
No se están acreditando las transferencias a MP y MP no se hace cargooo 
😡😡😡😡😡😡😡😡😡😡😡"
52,2023-03-05 23:27:39+00:00,marvogz3,"@MP_ayuda hola, tengo un problema con la validacion de identidad
me dice que el DNI que escaneaste para recuperar el acceso a Mercado Pago no coincide con el del titular de la cuenta."
53,2023-03-05 23:07:17+00:00,ZorritoDeFeo,@MP_ayuda hice una transferencia desde NaranjaX a MP y no llega. Que pasa? Lo necesito urgente.
54,2023-03-05 20:29:57+00:00,DemiBeauvallet,@MP_ayuda Hola @MP_ayuda ayer le cargue dinero y nunca se acreditó…
55,2023-03-05 20:16:17+00:00,carmena47589281,@MP_ayuda @MP_Argentin no puedo enviar mensaje que mas necesitan??
56,2023-03-05 19:07:32+00:00,Gabohar,@mruiza @yapocl @ML_Chile @MP_ayuda @Truecaller Pof eso hay que poner en los avisos que solo recibes mensajes por WhatsApp y no llamadas. A veces pienso que hasta los callcenter sacan números de avisos clasificados para ofrecer servicios 🤔
57,2023-03-05 16:26:10+00:00,Ashlethh,@MP_ayuda les envié DM desde ayer y nada que responden! Con razón nadie me ha ayudado en la app 😠
58,2023-03-05 15:17:13+00:00,MaruuAckerman,@MP_ayuda necesito comunicarme con una persona. No puede ser que figuren cuentas que ya están eliminadas!
59,2023-03-05 14:41:16+00:00,patsierra,@MP_ayuda Buen dia. Cansada de los comercios que no quieren cobrar con QR y piden transferencia. Hay que denunciarlos?
60,2023-03-05 14:23:31+00:00,Santiagocabj23,"@MP_ayuda Hola me hicieron una transferencia ya pasaron varios horas y todavía no me llegó, necesito esa plata urgente,nesecito una solución!!!"
61,2023-03-05 02:46:23+00:00,mruiza,Estos sinverguenzas echaron a perder todas las plataformas de venta de cosas usadas @yapocl @ML_Chile @MP_ayuda   Menos mal que @Truecaller hace lo suyo!!!! 👌👌👌👌 https://t.co/nKl7JYzEMf
62,2023-03-05 02:02:52+00:00,MP_Respondeee,"@MP_ayuda Sigo esperando una respuesta, nunca me voy a rendir. Por favor respondan. Día 371"
63,2023-03-05 02:02:20+00:00,valensokolov,"@MP_ayuda Hola necesito hacer un reclamo urgente, hace 7 dias envié documentación contable y tengo suspendida la cuenta de MP, necesito pagar mercado credito y no puedo acceder de ninguna forma a la cuenta, mientras tanto me genera mas intereses a mi. Corren por cuenta mia o suya????"
64,2023-03-05 01:48:19+00:00,valensokolov,"@MP_ayuda @moni2otracuenta Contesten el MD cajetas, mañana me quieren subir los intereses de mercadocredito y no puedo iniciar en la app, ni menos que menos tengo habilitado el cvu"
65,2023-03-05 01:16:51+00:00,MP_Respondeee,@MP_ayuda 1 año entero y no me dan bola. Me hackearon la cuenta en febrero de 2022 y la usaron para cosas ilegales. Ahora la estoy intentado recuperar y voy a pagar lo que sea para que se solucione.
66,2023-03-05 01:08:54+00:00,Prot0w0gen,"@MP_ayuda 

Necesito ayuda arreglando la verificación de mi cuenta. Me reembolsaron 300 pesos y no los puedo accesar debido a este problema. Desde casi una semana no me han respondido."
67,2023-03-05 00:43:15+00:00,alejandraap,@MercadoPagoMex @Mercadolibre @MP_ayuda @Mercadolibre @ML_Ayuda  sigo sin tener ayuda de ninguna red social ni de la pagina directa
68,2023-03-05 00:42:05+00:00,alejandraap,@MP_ayuda @MercadoPagoMex @Mercadolibre Sigo sin tener respeta ni soporte de ninguna red social
69,2023-03-04 23:04:06+00:00,serujio32,"Siguen siendo insistente cuando el error es de ellos, se pago 2 cuotas iguales, cuando quise pagar la actual y la adelantada...

Grande @mercadopago @MP_ayuda  @Mercadolibre

#MercadoPago #mercadopagonosroba
#MercadoPagoNosRoba
#MercadoPagoBug https://t.co/D4nkfjRsuS"
70,2023-03-04 21:53:27+00:00,mruiza,@MP_ayuda se puede transferir desde una cuenta de Mercado Pago a una cuenta corriente de un tercero??? Hay algún riesgo?
71,2023-03-04 20:54:45+00:00,Nancydelanus,@MP_ayuda @bancoprovincia Si ya lo haré. Estoy hablando con la gente del banco provincia para que chequee la transferencia
72,2023-03-04 20:42:00+00:00,JoseGGuerreroAu,@MP_ayuda  45 días para que me resuelvan un caso de un depósito ? Que tengo que hacer para que se pongan a trabajar
73,2023-03-04 20:22:33+00:00,MP_ayuda,"@Nancydelanus @bancoprovincia Hola, podrás contactarnos por DM desde nuestras cuentas verificadas de Facebook, Instagram y Twitter. Además, contamos con 2 canales de contacto de Mercado Libre y Mercado Pago.

Podrás contactarte con nuestro equipo de soporte, desde acá: https://t.co/wvEJtIKxKb 
 
Saludos."
74,2023-03-04 20:19:50+00:00,Nancydelanus,@MP_ayuda Pase de mi cuenta de @bancoprovincia  dinero y nunca se acredito...
75,2023-03-04 19:15:04+00:00,santiago_alfo,"@MP_ayuda_arge  Hola!
Recién me llamaron para desbloquear mi cuenta . Me supongo que quisieron ingresar a la misma .
 El tema que ustedes tampoco me dan confianza , preguntan muchos datos personales / bancarios, los cuales no los pienso dar . Voy a un abogado y doy de baja ."
76,2023-03-04 18:19:49+00:00,santiago_alfo,@MP_ayuda Porque tan malo es el soporte de una empresa que gana millones $ con los usuarios ?? Tienen todos juniors trabajando ??
77,2023-03-04 18:18:29+00:00,santiago_alfo,@carmena47589281 @MP_ayuda Hola ! Me pasa lo mismo y tengo un iPhone X . Sin duda es el sistema que no lo tiene optimizado .
78,2023-03-04 18:16:46+00:00,santiago_alfo,@MP_ayuda Que bueno ! Porque hace dos horas estoy para que me ayuden a volver a ingresar a mi cuenta y no me ayudan !
79,2023-03-04 16:57:09+00:00,jloveswalls,"@Mirunga77 @MP_ayuda @mercadopago @mercado28041463 Una consulta, ya se acreditó? Yo estoy hace un poco más de un día que me llegue a mercadopago una transferencia que hice desde brubank"
80,2023-03-04 16:54:33+00:00,MauroToris93,@MP_ayuda Hola. Les envie MD.
81,2023-03-04 15:57:35+00:00,MP_ayuda,"@MP_Argentin @cocastillo86 @MercadoPagoMex Hola. Te contamos que solo podrás contactarnos a través de nuestra mensajería privada en Facebook, Twitter e Instagram o nuestro Portal de Ayuda: https://t.co/oEA1Saf3Lp

Te esperamos."
82,2023-03-04 15:55:34+00:00,MP_ayuda,"@MP_Argentin @diegoeljefe Hola. Te contamos que solo podrás contactarnos a través de nuestra mensajería privada en Facebook, Twitter e Instagram o nuestro Portal de Ayuda: https://t.co/mf7TfJQdjx

Te esperamos."
83,2023-03-04 15:33:41+00:00,santiago_alfo,"@MP_ayuda_arge tengo problemas para iniciar sesión en mi celular , tengo un iPhone X nuevo . No me detecta  el reconocimiento facial en la app de mercado pago . No puedo iniciar sesión !!!! Me pueden ayudar de otra manera . Tienen MFA pueden enviar un código a mi cel ??"
84,2023-03-04 14:04:41+00:00,MP_ayuda,"@Yeltsin88 Hola, podrás contactarnos por DM desde nuestras cuentas verificadas de Facebook, Instagram y Twitter. Además, contamos con 2 canales de contacto de Mercado Libre y Mercado Pago.

Podrás contactarte con nuestro equipo de soporte, desde acá: https://t.co/wvEJtIKxKb 
 
Saludos."
85,2023-03-04 13:29:58+00:00,MP_ayuda,"@moni2otracuenta Hola, podrás contactarnos por DM desde nuestras cuentas verificadas de Facebook, Instagram y Twitter. Además, contamos con 2 canales de contacto de Mercado Libre y Mercado Pago.

Podrás contactarte con nuestro equipo de soporte, desde acá: https://t.co/wvEJtIKxKb 
 
Saludos."
86,2023-03-04 13:04:19+00:00,ii_brisa,@MP_ayuda Hola!! Envio mensaje interno
87,2023-03-04 00:50:09+00:00,ML_Ayuda,"@EstherG58731527 @Profeco @Mercadolibre @marcos_galperin @MP_ayuda @ML_Argentina @ML_Mexico @ML_Chile @ML_Venezuela @MercadoPagoBR Hola. Para revisar lo sucedido con tu consulta, podrás contactarnos por DM desde nuestras cuentas verificadas de Facebook, Instagram y Twitter.

Estamso atentos."
88,2023-03-04 00:09:00+00:00,MP_ayuda,"@baeutifuIyou @Informacion Hola, te comentamos que contamos con diferentes canales de atención, podrás contactarnos por DM desde nuestras cuentas verificadas de Facebook, Instagram y Twitter. Para contactarnos puedes ingresar aquí: https://t.co/0nTSPJuv8V

Saludos."
89,2023-03-03 23:59:20+00:00,ML_Ayuda,"@zuleima_vive @MP_ayuda @marcos_galperin @ML_Mexico @Profeco @CondusefMX Hola. Para asesorarte sobre el estado de tu cuenta y dinero, podrás contactarnos a través de nuestra mensajería privada en Facebook, Twitter e Instagram.

Te esperamos por ese medio."
90,2023-03-03 23:55:41+00:00,timeESPACIO,"@MP_ayuda  Oigan una duda : porque no pasa mi pago que intento hacer a ATT 😫veo que no pasa y Uds son los que gestionan los pagos con ATT , ya intenté con VISA/Mastercard y no pasa ninguna"
91,2023-03-03 23:51:37+00:00,MercadoPagoMex,@almadax Hola con gusto nuestro equipo de @MP_ayuda te dará el soporte necesario a la brevedad.
92,2023-03-03 23:05:32+00:00,Mirunga77,@MP_ayuda @mercadopago @mercado28041463  me puede alguien explicar dónde está mi dinero??? Transferi casi 40000 pesos de brubank a mercado pago... Brubank envío automático uds dicen que no está...se fueron al carajo...encima ahora me cierran el canal de diálogo sin respuesta!!!!
93,2023-03-03 22:41:24+00:00,MP_ayuda,"@Ceka2uke Hola. Para asesorarte sobre la acreditación de tu compra, podrás contactarnos a través de nuestra mensajería privada en Facebook, Twitter e Instagram o nuestro Portal de Ayuda: https://t.co/PK5zoXw04v

Te esperamos."
94,2023-03-03 22:32:06+00:00,__Bocanada,"@MercadoPagoMex @MP_ayuda Noo, ya me cayó el dinero hace 2 horas. Olvidé borrar el tweet. ¡MUCHAS GRACIAS! ✨"
95,2023-03-03 22:31:19+00:00,MercadoPagoMex,"@__Bocanada Hola Raziel, no te preocupes nuestro equipo de @MP_ayuda te dará el soporte necesario sobre esta situación que nos mencionas."
96,2023-03-03 22:29:37+00:00,MercadoPagoMex,"@CARDIOGLEZ Hola, con gusto nuestro equipo de @MP_ayuda te brindará el soporte necesario."
97,2023-03-03 22:14:29+00:00,Gerardo_Giorda,@MP_ayuda grgiorda@yahoo.com
98,2023-03-03 21:41:29+00:00,MP_ayuda,"@fdguerrico Hola, para verificar lo sucedido con tu cuenta, te comentamos que contamos con atención vía DM desde nuestras cuentas verificadas de Facebook, Instagram y Twitter para que te contactes con nuestro equipo de soporte.

Te esperamos."
99,2023-03-03 21:17:13+00:00,MauriSanz1199,"@MercadoPagoMex @CondusefMX @MP_ayuda @MercadoPagoMex Listo tu equipo no brinda una solución, incluso comentan no ver mi dinero, tengo el cpe, tengo clave de rastreo, ya fue exitosa la transferencia por parte de BBVA y banxico la tiene como liquidada, ya me puedes brindar una solución? @CondusefMX https://t.co/HzOdGZwXTA"
100,2023-03-03 20:24:25+00:00,MP_ayuda,"@vicman_2785 Hola. Para revisar lo sucedido con tu cuenta, podrás contactarnos por DM desde nuestras cuentas verificadas de Facebook, Instagram y Twitter.

Estamos atentos."
101,2023-03-03 19:00:55+00:00,mischut76,@MercadoPagoMex @MP_ayuda  esta es la ayuda que nos dan. Quiero mi dinero a dos meses de l transacción no lo encuentran? https://t.co/EIFXQBY4SZ
102,2023-03-03 18:26:33+00:00,alejandraap,@MercadoPagoMex @Mercadolibre @MP_ayuda No he tenido la ayuda requerida
105,2023-03-03 17:27:09+00:00,fertey21,"@MP_ayuda El día de hoy me marcaron para ofrecerme SmartPoint en descuento, me enviaron correo y me re direccióno a la app Mercado pago… será real esto .?"
106,2023-03-03 17:12:47+00:00,valensokolov,"@MP_ayuda @FaraceGisela Hola, tengo un problema que me suspendieron la cuenta de MP, no puedo acceder a AYUDA, ni iniciar sesión en pc para pagar M. Crédito. He mandado documentación contable hace mas de 5 días y no tengo respuestas, me he comunicado por interno y no tengo respuesta."
108,2023-03-03 17:07:36+00:00,shinponyart94,"@MP_ayuda Ando tratando de cerrar mi cuenta y no me deja, ya que al parecer tengo que esperar la facturacion, cuando tiempo tiene que pasar?"
109,2023-03-03 16:56:19+00:00,vanesa72531974,@mercadopago @MP_ayuda @julitolopez @florenciarietto @spitta1969 @mjolivan @slospennato @PPTenel13 @dcohenagrest que extraño que ningun canal hable de las estafas de mercado pago🧐 ni entrevisten a @marcos_galperin
110,2023-03-03 16:53:57+00:00,Agustinbsas84,"@MP_ayuda Quiero hacer un pago con una tarjeta de crédito, no anda (si, tiene fondos! dice que el sistema de seguridad bloqueó el pago). Uso otra, va como piña.
WTF?!?!"
111,2023-03-03 16:30:39+00:00,danosil23,@MP_ayuda_arge Necesito hablar con una persona no con una maquina
112,2023-03-03 16:13:48+00:00,SS_Deadly,@MP_ayuda hola tengo un problema al ingresar a mercado pago y mercado libre me pide verificar con reconocimiento facial y en el computador de escritorio no tengo camara ..........
113,2023-03-03 15:58:15+00:00,MercadoPagoMex,"@Grmain89 Hola, con gusto nuestro equipo de @MP_ayuda te brindará el soporte necesario a la brevedad."
114,2023-03-03 15:45:26+00:00,JoseGGuerreroAu,@MP_ayuda  sigo teniendo problemas con un deposito en mi cuenta que no aparece. Ya van 43 días y su equipo especializado no me da respuesta
115,2023-03-03 15:34:37+00:00,karudossantos,"@MP_ayuda El 27 de enero me hicieron devolución parcial de una compra. Figura en MP pero nunca ingresó el dinero a mi cuenta. Reclamé mes pasado, me dijeron q espere al cierre de la tarjeta (aunq pagué con débito), ya cerró y sigue sin acreditarse."
116,2023-03-03 15:32:46+00:00,MercadoPagoMex,"@Fe__ek Buenos días, con gusto nuestro equipo de @MP_ayuda te dará el soporte necesario a la brevedad."
117,2023-03-03 14:39:00+00:00,moreda_p,"@JuannVida @Mercadolibre @mercadopago @MP_ayuda @ML_Ayuda Si, mercado libre se vende muy bien hasta que pides devolución del producto. Entonces te bloquean y te piden que te inscribas a SINACOFI supuestamente para verificar tu identidad. El RUT no les vale. Yo también desistía de usar mercado libre, pero me deben dinero."
118,2023-03-03 14:16:17+00:00,cristianncba,"@MP_ayuda hola MercadoPago! Necesito ayuda urgente con una cuenta de vendedor que bloquearon por seguridad, ya pude entrar validando datos pero no me activan las publicaciones, necesito que se active cuando antes por favor"
119,2023-03-03 14:01:35+00:00,danosil23,@MP_ayuda_arge hola necesito que se comuniquen conmigo
120,2023-03-03 13:36:27+00:00,danosil23,@MP_ayuda Hola necesito que algún representante se comunique
121,2023-03-03 13:35:36+00:00,Kimbrly81,"@ML_Ayuda @marcos_galperin @ML_Argentina @Mercadolibre @mercadopago @MP_ayuda Hola ya les contesté,@marcos_galperin @Profeco @Mercadolibre pero ustedes no responden"
122,2023-03-03 13:01:14+00:00,jabloponi,@MP_ayuda
123,2023-03-03 11:50:44+00:00,MP_ayuda,"@11lancaster Hola. Para verificar lo sucedido con el acceso a tu cuenta y tu dinero, te podrás contactar por DM desde nuestras cuentas verificadas de Facebook, Instagram y Twitter.

Saludos."
124,2023-03-03 11:26:07+00:00,nav_facu,@JuannVida @Mercadolibre @mercadopago @MP_ayuda @ML_Ayuda Yo estoy igual desde hace 2 meses y desistí. Puedo vivir sin mercado libre ni mercado pago. Desastre el soporte.
125,2023-03-03 06:48:52+00:00,JOHNNYMARROQUIN,@MP_ayuda oye es la 2da ocasión que me hacen el cobro de mi terminal antes de tiempo y tus asesores no solucionan nada!!
126,2023-03-03 03:58:30+00:00,Alejandracar01,@MP_ayuda compre una point y me marca como entregado pero Yo No recibi nada.
127,2023-03-03 02:16:11+00:00,alexrcuesta25,@MP_ayuda Tengo ya casi 48 horas sin tener acceso a mis CRIPTOMONEDAS en la APP @MercadoPagoMex Ni siquiera tengo algún botón de acceso. Caso #243285265 SIN respuesta hasta el momento. Exijo solución inmediata. #Fraude
128,2023-03-03 01:59:04+00:00,pablocurita,"@MP_ayuda cuidado con mp me estafaron y no me quieren cancelar una deuda de 20000 pesos que no les pienso pagar. Se lavan las manos, tengan cuidado."
129,2023-03-03 01:39:33+00:00,ML_Ayuda,"@JuannVida @Mercadolibre @mercadopago @MP_ayuda Hola. Para revisar lo sucedido con tu cuenta, podrás contactarnos por DM desde nuestras cuentas verificadas de Facebook, Instagram y Twitter.

Estamos atentos."
130,2023-03-03 01:13:53+00:00,FrancoSesia,"@MP_ayuda Hola, cuántos días hábiles tarda verse reflejado en mi cuenta de MPago una devolución que me hicieron de una orden cancelada en Tiendamia? Gracias!"
131,2023-03-03 00:54:35+00:00,serujio32,"@MP_ayuda Lo unico que hacen es no dar la cara como empresa, hubo un bug en su sistema, y todos los operadores, me han dicho que perdi mi dinero, son unos ladrones. 
Ni como empresa me reintegran el dinero, por un error de su sistema. 😡 Enojado es poco!"
132,2023-03-03 00:45:46+00:00,serujio32,"@MP_ayuda Y robarnos, como a mi que me robaron 10 y 6 lukas..."
133,2023-03-03 00:31:48+00:00,MercadoPagoMex,"@UnPendejoto Hola, con gusto nuestro equipo de @MP_ayuda se pondrá en contacto contigo a la brevedad."
134,2023-03-03 00:28:15+00:00,MercadoPagoMex,"@Brayan_Jack14 Hola Brayan, con gusto nuestro equipo de @MP_ayuda te dará el soporte necesario a la brevedad."
135,2023-03-02 23:47:16+00:00,KalilMarpez,@MP_ayuda sigo con este problema
136,2023-03-02 22:25:02+00:00,JulietaGeorgin3,"@MP_ayuda Hola buenas tardes, mira te hago una consulta hoy me hicieron una transferencia a eso de las 15.10 y todavía no me llegó a mercado pago quería saber si hay problemas con la aplicación? Gracias"
137,2023-03-02 22:18:38+00:00,memudela,@MP_ayuda no funciona la app . La quiero abrir y queda en blanco. La borre y volví a instalar y nada .
138,2023-03-02 21:36:55+00:00,AngelicaPereyra,"Señores de @mercadopago @MP_ayuda asocié mi cuenta de @Uber_ARG desde la app y al instante me debitaron $ 3770 sin haber utilizado el servicio.
Necesito que me restituyan el importe de inmediato.
Nunca más vuelvo a hacer nada con UBER y les recomiendo a todos tener cuidado 👀"
139,2023-03-02 20:46:11+00:00,kronopia,"@MP_Argentin @mercadopago @Mercadolibre @MP_ayuda dale pasame tu numero  de cuenta pass y depositame 100k ... 

Yendo no llegando salame !"
140,2023-03-02 20:44:55+00:00,kronopia,@druskerOW @mercadopago @Mercadolibre @MP_ayuda son una manga de inutiles loco! es increible me siento remil forreada!
141,2023-03-02 20:11:44+00:00,druskerOW,"@kronopia @mercadopago @Mercadolibre @MP_ayuda Tenes que amenazarlos con ir a defensa al consumidor, a mi me boludearon 1 mes hasta que les dije eso y magicamente a las 2 horas encontraron la solucion jajaja"
142,2023-03-02 19:40:13+00:00,RICHXOFICIAL,"@MP_ayuda esta cuenta no sirve para nada, no te solucionan nada, me hicieron un fraude a través de esta app, tengan cuidado"
143,2023-03-02 18:57:45+00:00,MP_ayuda,"@FaraceGisela Hola. Te pedimos que elimines tu comentario donde envías tu correo electrónico, ya que es información sensible.

Queremos asesorarte con tu cuenta, por ello podrás contactarnos por la mensajería privada (DM) desde nuestras cuentas verificadas de Facebook, Instagram y Twitter."
144,2023-03-02 18:51:42+00:00,ML_Ayuda,"@Kimbrly81 @marcos_galperin @ML_Argentina @Mercadolibre @mercadopago @MP_ayuda Es importante que continúes por la mensajería privada (DM) desde nuestras cuentas verificadas de Facebook, Instagram y Twitter.

Esperamos tu contacto."
145,2023-03-02 18:47:29+00:00,Seeenmp,@MP_ayuda  tengo una situación fuerte ustedes no me brindan protección de datos personales  su personal hablé dos veces no me brindan esta protección y no dan sus apellidos para saber si estoy hablando con Mercado pago me colgaron @CondusefMX  checa esto
146,2023-03-02 18:20:37+00:00,MP_ayuda,"@Luz_CMi Para verificar lo sucedido con el inconveniente presentado, podrás contactarnos por DM desde nuestras cuentas verificadas de Facebook, Instagram y Twitter o desde el Portal de Ayuda: https://t.co/K5K9ICdDo5

Saludos."
