,Date,User,Tweet
4164,2023-02-16 14:15:27+00:00,nitto_quiroz,Fichate los tremendos NFTs y coleccionables que hay en el perfil https://t.co/neercOnhdi 👽🚀🍋 #LemonNation @lemonapp_ar
4165,2023-02-16 14:00:07+00:00,InversoBot,"RENDIMIENTO ANUAL USDT/USDC:
@belo_app: 3.0 %

@buenbit: 2.5 % / 2.5 %

@lemonapp_ar: 2.75 % / 2.31 %

@RipioApp: 8 %

@quantia_io: 0.0 %

@DECRYPTO_la: 9 %

@LetsBit_ok: 3.92 %

@fiwind_io: 3.5 %"
4167,2023-02-16 13:52:44+00:00,gus21ar,"@lemonapp_ar Estaría bueno ver el historial de movimientos de una crypto, como para saber a que precio compraste medido en usd"
4173,2023-02-16 12:59:43+00:00,hernanemartinez,"@lemonapp_ar hola gente, que onda con el cashback? Estoy en el nivel 8, pero me esta devolviendo menos del 1%. Como funcina esto?"
4174,2023-02-16 04:12:59+00:00,Nacho_franco11,@Meliicres @mmiligarciax Tranca despues me pasas el sobre @lemonapp_ar
4175,2023-02-16 04:09:46+00:00,MatiTorresOk,Hay gente que sigue cayendo??? Cuidado!!  @lemonapp_ar https://t.co/j1Qom8ABGG
4176,2023-02-16 02:35:25+00:00,crischu__,@lemonapp_ar Necesito ayuda con algunos consumos muchachossssssssssssssss
4177,2023-02-16 00:25:22+00:00,lahernandezvane,"Dos cosas les voy a decir. 
Bah, en realidad no les voy a decir nada. 
Aprendan solos ya son grandes. 
Pero @lemonapp_ar ........ https://t.co/v1zgvn5IGf"
4178,2023-02-15 23:59:52+00:00,gus21ar,@lemonapp_ar Tranki que a esa hora duermo ja ja ja
4179,2023-02-15 23:04:10+00:00,robymer777,@lemonapp_ar Muchas gracias por avisar!! Saludos cordiales.
4180,2023-02-15 23:03:15+00:00,VespertinoVsp,"@lemonapp_ar De 4 a 5 el gym?, ta loco vo?😅"
4182,2023-02-15 22:23:22+00:00,Pablogaona1022,@lemonapp_ar Tienen que agregar  coredao
4188,2023-02-15 21:18:31+00:00,bsg_tomi,"@lemonapp_ar tengo un error con la app, que dejo de abrir hoy, reinicie y reinstale, alguna solución? iOs 12.5 https://t.co/r2suHASYaY"
4189,2023-02-15 20:35:34+00:00,ale_campuzano,@lemonapp_ar Puedo vender mis USDT tranquilo o la AFIP me va a estar rompiendo las pelotas?
4190,2023-02-15 20:11:47+00:00,pukepukena,@paul_flp @LetsBit_ok @santos_barrio @lemonapp_ar Cojonudos
4191,2023-02-15 20:10:03+00:00,InversoBot,"BNB-ARS COMPRA/VENTA: 

@buenbit: 114,228 / 110,901

@CryptoMKT: 113,945 / 109,885

@tiendacrypto: 113,960 / 111,496

@lemonapp_ar: 113,544 / 110,289"
4192,2023-02-15 20:09:43+00:00,ethicraul,"@marcusdotam @ethichub is already there, nice! Try @reserveprotocol, @buenbit , @lemonapp_ar ..."
4193,2023-02-15 20:05:02+00:00,InversoBot,"AXS-ARS COMPRA/VENTA: 

@buenbit: 3,847 / 3,735

@RipioApp: 3,966 / 3,686

@BitsoArg: 3,842 / 3,720

@lemonapp_ar: 3,822 / 3,710"
4194,2023-02-15 20:00:05+00:00,InversoBot,"AVAX-ARS COMPRA/VENTA: 

@buenbit: 7,125 / 6,917

@CryptoMKT: 7,112 / 6,834

@LetsBit_ok: 7,106 / 6,933

@lemonapp_ar: 7,070 / 6,866

@SatoshiTango: 7,035 / 6,468"
4195,2023-02-15 19:41:03+00:00,santos_barrio,"@paul_flp @LetsBit_ok @lemonapp_ar UIF cómo dice nubi es una cuestión de riesgos percibidos, no de montos (aunque obviamente influye). Si alguien te hace un ROS te cierra la cuenta, no es como un reporte impositivo"
4196,2023-02-15 19:38:54+00:00,paul_flp,@nubis_bruno @LetsBit_ok @santos_barrio @lemonapp_ar Que crack @nubis_bruno mandándote este hilo. Esperaba respuesta de @LetsBit_ok pero metieron coperfield jaja
4197,2023-02-15 19:29:42+00:00,nubis_bruno,"@paul_flp @LetsBit_ok @santos_barrio @lemonapp_ar No es tan fácil igualmente. Cuando yo estaba mas o menos en posición de proponer cobrar las aperturas y mantenimiento de cuentas de alto riesgo, no empujé el tema casi nada."
4198,2023-02-15 19:27:52+00:00,nubis_bruno,"@paul_flp @LetsBit_ok @santos_barrio @lemonapp_ar Faltan empresas que sepan hacer el cálculo económico del costo de compliance, se lo trasladen al cliente, y le dejen operar sin romper tanto las bolas. Pero bueno, el cliente después ve que ""Transabitcoin"" opera con cero comisiones y se tiran de cabeza."
4199,2023-02-15 19:25:27+00:00,nubis_bruno,"@paul_flp @LetsBit_ok @santos_barrio @lemonapp_ar El tema es que le patean la pelota a UIF solamente aunque puedan tener cintura para atenderte. En lugar de preguntar ""cuando avisan a UIF"" se puede preguntar si tienen una política de PLD economicamente viable y con un enfoque basado en riesgo."
4200,2023-02-15 19:22:44+00:00,nubis_bruno,"@paul_flp @LetsBit_ok @santos_barrio @lemonapp_ar Me animo a decir que el único impacto de UIF en el ciudadano de a pie es que la burocracia de reporte de ROS es tan alta para los no-bancos que si sos cliente de riesgo al proveedor no le sirve atenderte y seguirte, y te pide cerrar la cuenta."
4201,2023-02-15 19:22:08+00:00,paul_flp,"@nubis_bruno @LetsBit_ok @santos_barrio @lemonapp_ar Si, me imaginé. Gracias por aclarar"
4202,2023-02-15 19:20:58+00:00,nubis_bruno,"@paul_flp @LetsBit_ok @santos_barrio @lemonapp_ar Eso si es variado, pero origen de fondos, historial económico, cruce con listas negras y personas políticamente expuestas."
4203,2023-02-15 19:02:38+00:00,Erosmotri,"@lemonapp_ar Qué buena idea, Felicitaciones🍋"
4204,2023-02-15 19:00:03+00:00,InversoBot,"BTC-ARS COMPRA/VENTA: 

@belo_app: 8,586,598 / 8,260,602
@buenbit: 8,539,400 / 8,290,700
@lemonapp_ar: 8,474,681 / 8,234,032
@tiendacrypto: 8,505,256 / 8,321,359
@RipioApp: 8,487,866 / 8,234,360
@fiwind_io: 8,435,436 / 8,366,481
@SatoshiTango: 8,485,599 / 7,844,228"
4205,2023-02-15 18:36:37+00:00,TakenosApp,"@paul_flp @pablocomiranda @LetsBit_ok @santos_barrio @lemonapp_ar Listo , seguimos por DM 😈😈😈"
4206,2023-02-15 18:34:38+00:00,paul_flp,@TakenosApp @pablocomiranda @LetsBit_ok @santos_barrio @lemonapp_ar And now?? Jaja https://t.co/oYqlKSHFhr
4207,2023-02-15 18:26:59+00:00,TakenosApp,@paul_flp @pablocomiranda @LetsBit_ok @santos_barrio @lemonapp_ar https://t.co/NKMzgOLPxJ
4208,2023-02-15 18:24:15+00:00,paul_flp,"@TakenosApp @pablocomiranda @LetsBit_ok @santos_barrio @lemonapp_ar Me gusta esa manija 24/7, son de los míos, nos vamos a llevar bien"
4209,2023-02-15 18:23:38+00:00,TakenosApp,"@paul_flp @pablocomiranda @LetsBit_ok @santos_barrio @lemonapp_ar Estamos 24/7 , para lo que necesites @paul_flp https://t.co/Wqbf8ShtB4"
4210,2023-02-15 18:22:02+00:00,paul_flp,"@pablocomiranda @LetsBit_ok @santos_barrio @lemonapp_ar @TakenosApp Gracias por la data, apenas tenga tiempo lo checkeo, no los conocía"
4211,2023-02-15 18:19:36+00:00,pablocomiranda,@paul_flp @LetsBit_ok @santos_barrio @lemonapp_ar @TakenosApp hace lo mismo hace rato también. Y tienen más soluciones. Recomiendo mirarlo
4212,2023-02-15 18:17:06+00:00,paul_flp,@nubis_bruno @LetsBit_ok @santos_barrio @lemonapp_ar Cómo se determina el riesgo? Pidiendo orígenes de fondos a ver si cierran? Solo eso?
4213,2023-02-15 18:09:15+00:00,paul_flp,@nubis_bruno @LetsBit_ok @santos_barrio @lemonapp_ar La operación sospechosa salta por los CUITs que intervienen en el proceso entonces? La mayoría quedan en la nada igual por lo que se. Tuve a la UIF de cliente y me decían que el 95% termina en la nada.
4214,2023-02-15 17:57:45+00:00,nubis_bruno,"@paul_flp @LetsBit_ok @santos_barrio @lemonapp_ar No funciona así el ROS, no es por monto, es por riesgo."
4216,2023-02-15 17:31:38+00:00,gus21ar,@lemonapp_ar Top 5 de que?
4217,2023-02-15 17:28:54+00:00,ramcalello,"@lemonapp_ar BTC y USDC, el resto que siga participando"
4218,2023-02-15 16:18:19+00:00,matiashtur,@lemonapp_ar estoy desde ayer tratando que me den respuestas de la comisiones - por favor. Gracias.
4219,2023-02-15 15:37:01+00:00,seergiobraok,@lemonapp_ar Btc como siempre #1 https://t.co/F5SzRjDOOX
4220,2023-02-15 15:16:29+00:00,alvaredo55,Farmacia Central Oeste no acepta @VisaArgentina de @lemonapp_ar como medio de pago. Porque?
4222,2023-02-15 15:14:40+00:00,mattfu90,"@leandroriviello @lemonapp_ar Ese joy 8bitdo ultimate, que es una hermosura, no es un poco overkill para eso que queres armar?"
4224,2023-02-15 15:13:29+00:00,BurgosSeba,@lemonapp_ar https://t.co/Q6u1TadE7V
4225,2023-02-15 15:06:14+00:00,RubloDevalued,@lemonapp_ar DAI es una mierda vengan de a 1000.
4226,2023-02-15 15:04:04+00:00,nogarojazmin,@lemonapp_ar #BTC x5 vale?
4228,2023-02-15 14:35:03+00:00,InversoBot,"COTIZACION COMPRA-VENTA USDT/ARS: 
@belo_app: 368 / 361

@buenbit: 368.1 / 362.7

@lemonapp_ar: 368.65 / 358.2

@tiendacrypto: 370 / 362

@RipioApp: 370 / 362

@fiwind_io: 369 / 364.5

@SatoshiTango: 372.19 / 343.93"
4229,2023-02-15 14:30:04+00:00,InversoBot,"COTIZACION COMPRA-VENTA DAI/ARS: 
@belo_app: 367.89 / 361.46

@buenbit: 368 / 362.5

@lemonapp_ar: 368.43 / 357.95

@tiendacrypto: 370.22 / 362.22

@RipioApp: 377.77 / 351.25

@fiwind_io: 369 / 364.5

@SatoshiTango: 371.81 / 343.94"
4230,2023-02-15 14:02:20+00:00,fhanna92,Estuve probando @WallbitPay como intermediario para llevar guita de Payoneer a @lemonapp_ar y asi me fué 🧵
4231,2023-02-15 14:00:08+00:00,InversoBot,"RENDIMIENTO ANUAL USDT/USDC:
@belo_app: 3.0 %

@buenbit: 2.5 % / 2.5 %

@lemonapp_ar: 3.37 % / 2.27 %

@RipioApp: 8 %

@quantia_io: 0.0 %

@DECRYPTO_la: 9 %

@LetsBit_ok: 3.92 %

@fiwind_io: 3.5 %"
4232,2023-02-15 13:47:00+00:00,jtalarga,@lemonapp_ar Como la cagaron al sacar el 2% de cashback. Con Belo recibo hasta el 21 y hace unos dias recibi el 12 !!! Uds se la pierden !!!
4236,2023-02-15 12:58:28+00:00,VelazquezFabri,@lemonapp_ar Tomá: $velazquez quedo al aguardo saludos cordiales
4240,2023-02-15 09:37:30+00:00,BecerroJoha,@lemonapp_ar  hola quisiera saber cómo trabajan xq pude saber de ustedes x una persona de mis redes pero me dan muchas vueltas.... Yo invertí y quisiera saber cómo es el pago de la inversión
4241,2023-02-15 09:04:43+00:00,JuanuMusic,"@leandroriviello @lemonapp_ar Si trabajara en una oficina, quisiera que sea con vos"
4242,2023-02-15 03:20:53+00:00,thepib3,"@lemonapp_ar @uala_arg @PFAOficial @PoliciaPBA la dirección que hicieron los delincuentes, ubicación y recorrido que hicieron, aparte de robarme a mi le robaron a otro muchacho de mercado libre que estaba trabajando, la denuncia fue presentada en la comisaria de Burzaco AV espora. PBA. https://t.co/NH7qvigO8K"
4243,2023-02-15 03:17:13+00:00,thepib3,"@lemonapp_ar @uala_arg @PFAOficial  Y ya que estamos etiquetamos la cuenta de la policia federal, asi vemos la acción, para que este en contexto me robaron el celular y presente la denuncia con la ubicación de los delincuentes... Jujuy 1992-Calzada-provinciade Buenos Aires. https://t.co/TjGXbRFXxX"
4244,2023-02-15 03:12:16+00:00,thepib3,@uala_arg @lemonapp_ar  mi lemontag es $alkaliba y mi name de usuario de uala es kucacho.
4245,2023-02-15 03:07:10+00:00,thepib3,"@uala_arg  @lemonapp_ar 
Buenas noches para ustedes, les hablo por acá porque se que usan activamente las cuentas, les hablaba solo para pedirles que me den bolilla al Gmail, ya que me robaron a punta de pistola hoy el celular donde tenia todos mis datos...1/2"
4246,2023-02-15 02:18:08+00:00,TakenosApp,@7708eth @Leandro84D @lemonapp_ar You need to talk with these guys https://t.co/fWIeIIP5g2
4247,2023-02-15 01:40:20+00:00,NanoSon87,"@leandroriviello @lemonapp_ar Espectacular!
Según Rodo A. Un atractivo estético es un buen incentivo para tener un nodo."
4248,2023-02-15 01:05:37+00:00,otillo73,@lemonapp_ar FAC.king scamers mader fakeeerrs
4249,2023-02-15 01:04:48+00:00,Sanchezla_art,@IECarballo @lemonapp_ar Cuando van a volver a emitir lemonCards? Quiero tener la mia!!
4251,2023-02-15 00:49:06+00:00,leandroriviello,"@ibrunops @lemonapp_ar Una de oficina que encontré por menos de 50usd 😂 con y celeron, 4gb de ram y 500gb! Sale video igual en el canal de Lemon cuando este!"
4252,2023-02-15 00:42:52+00:00,ibrunops,"@leandroriviello @lemonapp_ar Qué vas a usar para la mini PC, una Raspi?"
4253,2023-02-15 00:25:53+00:00,Franactis,@leandroriviello @lemonapp_ar Háganlo vice presidente ejecutivo @lemonapp_ar
4254,2023-02-15 00:07:22+00:00,LucasArroyo,@lemonapp_ar puedo pagar ARBA con mi lemon?
4255,2023-02-14 23:36:09+00:00,leandroriviello,"Estoy armando una Mini PC con Linux que corre al mismo tiempo un nodo de Bitcoin y funciona como consola retro al mismo tiempo para la oficina de @lemonapp_ar, si con esto no me compro a mis compañeros yo ya no se (? https://t.co/Tee5BsI7yC"
4256,2023-02-14 22:15:48+00:00,vickyguareschi,@FFerNavarro @elcotu1 @lemonapp_ar Dale sigan pidiendo que les leo atenti Aber quien más ? Me interesa 👀👀👀👀
4257,2023-02-14 21:59:03+00:00,gusgarciatoro,paso casi una semana del secun de lemon que me durmiendo + de 100k supuestamente eran 5 dias pero no me responde los tipos @lemonapp_ar haceme girar esa guita dale por fa no sean malos
4258,2023-02-14 20:10:02+00:00,InversoBot,"BNB-ARS COMPRA/VENTA: 

@buenbit: 110,630 / 107,407

@CryptoMKT: 110,050 / 105,483

@tiendacrypto: 110,186 / 108,101

@lemonapp_ar: 109,783 / 106,339"
4259,2023-02-14 20:09:10+00:00,Miludel,@lemonapp_ar @salvoelnombre toma https://t.co/DFHNWtxtnK
4264,2023-02-14 20:05:46+00:00,pollococinado,@quiquin_quiquin @lemonapp_ar 🥹🥹🥹🥹🥹🥹🥹
4265,2023-02-14 20:05:03+00:00,InversoBot,"AXS-ARS COMPRA/VENTA: 

@buenbit: 3,672 / 3,565

@RipioApp: 3,746 / 3,496

@BitsoArg: 3,676 / 3,541

@lemonapp_ar: 3,645 / 3,529"
4266,2023-02-14 20:00:05+00:00,InversoBot,"AVAX-ARS COMPRA/VENTA: 

@buenbit: 6,720 / 6,524

@CryptoMKT: 6,685 / 6,385

@LetsBit_ok: 6,707 / 6,565

@lemonapp_ar: 6,668 / 6,458

@SatoshiTango: 6,739 / 6,196"
4267,2023-02-14 19:28:06+00:00,quiquin_quiquin,@lemonapp_ar Todo tuyo @pollococinado 🙌
4268,2023-02-14 19:00:02+00:00,InversoBot,"BTC-ARS COMPRA/VENTA: 

@belo_app: 8,236,196 / 7,944,975
@buenbit: 8,205,400 / 7,966,400
@lemonapp_ar: 8,150,681 / 7,897,438
@tiendacrypto: 8,180,478 / 8,025,712
@RipioApp: 8,157,396 / 7,932,016
@fiwind_io: 8,158,121 / 8,080,740
@SatoshiTango: 8,211,226 / 7,591,713"
4270,2023-02-14 18:25:01+00:00,thepib3,@lemonapp_ar muchachos que paso con el sorteo de ayer? dale q hoy es mi cumple bichitos de luz...
4272,2023-02-14 17:33:59+00:00,7708eth,"@Leandro84D Yes! I lived there for a month or so and mostly everyone knew about Bitcoin/Crypto. 

@lemonapp_ar tested their app with a controlled group of users during the pandemic before expanding to the rest of Argentina. That's why most people know about crypto now. They did a great job."
4273,2023-02-14 17:04:51+00:00,demichoro,@lemonapp_ar @flybondioficial
4274,2023-02-14 16:59:37+00:00,Mister_Augusto,Fichate los tremendos NFTs y coleccionables que hay en el perfil https://t.co/ZzqJpla6Q2 👽🚀🍋 #LemonNation @lemonapp_ar
4275,2023-02-14 16:31:58+00:00,Diegol2598,"@lemonapp_ar Hice una transferencia el 22 de enero desde otra cuenta a la lemon y nunca me llegó, no tengo solucion de ninguna parte"
4276,2023-02-14 15:28:49+00:00,ElEconomista_,".@lemonapp_ar lanzó su ""Prueba de Pasivos"" que utiliza el modelo de Merkle-Sum Tree propuesto por Vitalik Buterin, fundador de #Ethereum

+ info en la columna de @Gonzo_MM: ¿Qué es ""la verdad"" en el mundo cripto?

👉https://t.co/9Ba9keLC4M https://t.co/7JWFQfOqdQ"
4277,2023-02-14 15:09:13+00:00,SantiagoGR78,@lemonapp_ar Y con los pesos ociosos cuando se va a poder hacer algo?? No siempre se puede tener todo en cripto ni estables porque por alguna pequeña corrección uno puede perder un poco si uno justo tiene que pagar algo. La liquidez en pesos se necesita mal que mal. $nuARS de @Num_Finance??
4278,2023-02-14 15:02:43+00:00,FFerNavarro,@elcotu1 @lemonapp_ar Me sumo al pedido de features: que no se te resten energias con el paso del tiempo. Sin lugar a dudas eso aumenta el consumismo 😾
4279,2023-02-14 14:56:49+00:00,elcotu1,"@lemonapp_ar Buenas Lemon. Cuándo se va a poder exportar un resumen de cuenta a Excel / CSV, o un listado de movimientos?"
4284,2023-02-14 14:55:12+00:00,LuciaButiBrunet,@lemonapp_ar Mmmm no va por ahí me parece...
4285,2023-02-14 14:35:03+00:00,InversoBot,"COTIZACION COMPRA-VENTA USDT/ARS: 
@belo_app: 369 / 363

@buenbit: 367.6 / 362.2

@lemonapp_ar: 368.65 / 357.2

@tiendacrypto: 370 / 365.5

@RipioApp: 370 / 365.5

@fiwind_io: 369 / 365.5

@SatoshiTango: 377.11 / 344.37"
4286,2023-02-14 14:30:57+00:00,marianomoretti9,"@lemonapp_ar @cecipinamar fue un chiste demasiado rebuscado parece jajajaja ""no caras"", no me parecía necesario tener que explicarlo jajajaja 🤣🤣🤣"
4287,2023-02-14 14:30:03+00:00,InversoBot,"COTIZACION COMPRA-VENTA DAI/ARS: 
@belo_app: 368.85 / 362.46

@buenbit: 367.4 / 362

@lemonapp_ar: 368.43 / 356.96

@tiendacrypto: 370.26 / 365.76

@RipioApp: 378.26 / 352.67

@fiwind_io: 369 / 365.5

@SatoshiTango: 374.53 / 342.0"
4288,2023-02-14 14:00:08+00:00,InversoBot,"RENDIMIENTO ANUAL USDT/USDC:
@belo_app: 3.0 %

@buenbit: 2.5 % / 2.5 %

@lemonapp_ar: 3.29 % / 2.15 %

@RipioApp: 8 %

@quantia_io: 0.0 %

@DECRYPTO_la: 9 %

@LetsBit_ok: 3.92 %

@fiwind_io: 3.5 %"
4289,2023-02-14 11:04:50+00:00,FranFra82533566,"alguien sigue usando la basura manejada por inutiles @lemonapp_ar ? Tiene un cashback de mierda, nulo. Facebook ya no la acepta para pagos por no estar registrada en el pais y encima se la pasan regalando dibujitos pelotudos que no sirven para nada."
4290,2023-02-14 05:52:55+00:00,emanuel93637705,Fichate los tremendos NFTs y coleccionables que hay en el perfil https://t.co/qvGUYsL9Xa 👽🚀🍋 #LemonNation @lemonapp_ar
4291,2023-02-14 04:48:09+00:00,nandil75,@lemonapp_ar Hola. Me bloquearon la cuenta y no se porque. Mande mail y chat al soporte y no me responden. Les mande DM
4292,2023-02-14 04:28:27+00:00,franco_masip,"@FraanOberlin @luisanglo @lemonapp_ar Y, se niegan a perder el poder."
4293,2023-02-14 03:16:52+00:00,piensa_david,@lemonapp_ar ¿Que es bumble?
4294,2023-02-14 02:18:51+00:00,marceloprietotl,¡Fichate este tremendo NFT que tengo en mi perfil! 👉🏽 https://t.co/5AVy7piSjF #LemonNation @lemonapp_ar
4295,2023-02-14 00:42:29+00:00,thepib3,"@lemonapp_ar Dale muchachos, el sorteo!!
Si están jugando al lol pasen nick name y nos mandamos unas flex!!🤣"
4296,2023-02-14 00:25:32+00:00,Claudio29302042,"@lemonapp_ar Qué malo es el soporte de @lemonapp_ar, por chat te avisan que suelen tardar 3 horas para atenderte (inaceptable), pero eso no es lo peor. Pasan 21 horas y tampoco responden.Quiero una solución. Le envías los datos que te piden para ayudarte y no hacen nada. Estoy que exploto"
4297,2023-02-13 23:38:32+00:00,MarinainaXYZ,"@lemonapp_ar Persona que usa apps de citas = Discapacitada mental, sin valor e inútil"
4298,2023-02-13 23:21:30+00:00,jpgonzalez_gr,@lemonapp_ar 👏
4299,2023-02-13 22:50:27+00:00,BrodaNoel,@lemonapp_ar @s https://t.co/7f6oOLO6X1
4300,2023-02-13 22:47:00+00:00,EmannuelTbn,@lemonapp_ar @LobosLuli_ Hasta q monto yo puedo ingresar dinero en la tarjeta lemon?  La AFIP aclara q es hasta 30k.
4301,2023-02-13 22:34:59+00:00,FraanOberlin,"@luisanglo @lemonapp_ar Van a ir atacando una por una de las stables, luego van a ir por las demás. 
Simplemente aplanan camino para la implementación de las CBDC."
4302,2023-02-13 22:10:10+00:00,ProfJavo,"@lemonapp_ar Una monedita pa los ovnis loco, somos 15 todos venimos de la misma flota Loko https://t.co/DLJtKnYVyx"
4303,2023-02-13 20:41:42+00:00,RodriSarlo,@MauroQuintana26 @lemonapp_ar Que es eso? 🤔
4304,2023-02-13 20:37:35+00:00,MalevoSuaveArts,@lemonapp_ar Nada de dating apps 🤡
4305,2023-02-13 20:27:19+00:00,chcocalvent,@lemonapp_ar @torresagasti_87 Vaaamoooo la lemonetaaaaa
4307,2023-02-13 20:10:03+00:00,InversoBot,"BNB-ARS COMPRA/VENTA: 

@buenbit: 106,692 / 103,585

@CryptoMKT: 107,434 / 103,247

@tiendacrypto: 106,856 / 105,123

@lemonapp_ar: 106,490 / 103,148"
4308,2023-02-13 20:05:03+00:00,InversoBot,"AXS-ARS COMPRA/VENTA: 

@buenbit: 3,472 / 3,371

@RipioApp: 3,473 / 3,304

@BitsoArg: 3,480 / 3,363

@lemonapp_ar: 3,467 / 3,356"
4309,2023-02-13 20:00:05+00:00,InversoBot,"AVAX-ARS COMPRA/VENTA: 

@buenbit: 6,415 / 6,228

@CryptoMKT: 6,466 / 6,193

@LetsBit_ok: 6,444 / 6,232

@lemonapp_ar: 6,404 / 6,202

@SatoshiTango: 6,545 / 5,946"
4311,2023-02-13 19:57:34+00:00,LobosLuli_,"@lemonapp_ar ...Un suspiro, una señal del destino jajajaja"
4313,2023-02-13 19:54:00+00:00,LobosLuli_,@lemonapp_ar lourdeslobos09 lo pongo de nuevo para q no se olviden del mío ah
4315,2023-02-13 19:48:00+00:00,wirytiox,@lemonapp_ar Donde puedo ver todas las comisiones?
4316,2023-02-13 19:37:01+00:00,Macucarbone,@lemonapp_ar macucbn
4318,2023-02-13 19:29:10+00:00,santiagojaku22,@lemonapp_ar $santijaku22
4319,2023-02-13 19:08:33+00:00,Fr3n33si,@lemonapp_ar $frenesix
4320,2023-02-13 19:00:03+00:00,InversoBot,"BTC-ARS COMPRA/VENTA: 

@belo_app: 8,259,281 / 7,798,972
@buenbit: 7,999,600 / 7,766,600
@lemonapp_ar: 7,972,672 / 7,724,734
@tiendacrypto: 8,004,206 / 7,874,408
@RipioApp: 7,928,792 / 7,707,125
@fiwind_io: 7,960,763 / 7,879,641
@SatoshiTango: 8,114,434 / 7,414,273"
4321,2023-02-13 18:30:17+00:00,MauroQuintana26,@RodriSarlo @lemonapp_ar ponete a laburar
4322,2023-02-13 18:22:27+00:00,BrodaNoel,@lemonapp_ar weeeeey… no me van a dar nada más por haber cumplido todos los desafíos?!?!?!?! https://t.co/OR2yqLZoB5
4323,2023-02-13 18:09:33+00:00,Krlos35,@lemonapp_ar $musso
4324,2023-02-13 17:52:04+00:00,RodriSarlo,@lemonapp_ar Lemontag: $rodrisarlo14
4325,2023-02-13 17:37:59+00:00,ariasimalai,@lemonapp_ar Estoy esperando lo premio 🥹💫😂
4326,2023-02-13 16:20:42+00:00,detodocrypto,"Comparto hilo super explicativo,  gracias @lemonapp_ar"
4328,2023-02-13 16:11:50+00:00,SebaRadici,@lemonapp_ar $ralduu94
4329,2023-02-13 16:06:33+00:00,thepib3,"@lemonapp_ar Como laburan ustedes che, en la q pueden me tiran el flyer, ahora estoy escuchando sobre travelx y al Chelo hablando sobre viajes espaciales with pagos blockchains atr xd"
4331,2023-02-13 15:53:45+00:00,thepib3,"Me voy a trabajar con lluvia loco, cuando vuelva quiero una buena noticia con respecto al sorteo de los limones @lemonapp_ar xd."
4332,2023-02-13 15:42:43+00:00,AlexanderLimb0,"@lemonapp_ar Espero que se pueda participar aún 😅😅😅 suerte para todos 

$alexanderdk2030"
4333,2023-02-13 15:37:32+00:00,SmithPlus,@ferminrp @pablomafer @lemonapp_ar :/
4334,2023-02-13 15:27:02+00:00,IgnacioRacuz,@lemonapp_ar $nachoniveyro
4336,2023-02-13 14:35:03+00:00,InversoBot,"COTIZACION COMPRA-VENTA USDT/ARS: 
@belo_app: 367 / 360

@buenbit: 369.4 / 363.9

@lemonapp_ar: 369.09 / 357.6

@tiendacrypto: 370 / 363

@RipioApp: 370 / 363

@fiwind_io: 368 / 363.75

@SatoshiTango: 368.32 / 336.1"
4337,2023-02-13 14:30:03+00:00,InversoBot,"COTIZACION COMPRA-VENTA DAI/ARS: 
@belo_app: 366.93 / 359.5

@buenbit: 368.9 / 363.4

@lemonapp_ar: 369.13 / 357.63

@tiendacrypto: 370.11 / 364.11

@RipioApp: 368.97 / 352.24

@fiwind_io: 368 / 363.25

@SatoshiTango: 367.71 / 335.86"
4338,2023-02-13 14:26:05+00:00,Modrigombia,@lemonapp_ar Cuando stablecoins de Cardano?
4340,2023-02-13 14:24:21+00:00,JereParedes97,@lemonapp_ar $jeress97 vamos con el gol de ultimo minuto.
4341,2023-02-13 14:22:50+00:00,mmdelrio,"Qué malo es el soporte de @lemonapp_ar, por chat te avisan que suelen tardar 3 horas para atenderte (inaceptable), pero eso no es lo peor. Pasan 21 horas y tampoco responden. Inaceptable para una empresa digital o que intenta serlo."
4351,2023-02-13 14:06:57+00:00,jorgecm1970,"@lemonapp_ar hola.
Tengo problemas para agregar cuentas para enviar pesos. No puedo configurar el Google authenticator ¿Me pueden ayudar?"
4352,2023-02-13 14:00:07+00:00,InversoBot,"RENDIMIENTO ANUAL USDT/USDC:
@belo_app: 3.0 %

@buenbit: 2.5 % / 2.5 %

@lemonapp_ar: 2.25 % / 1.89 %

@RipioApp: 8 %

@quantia_io: 0.0 %

@DECRYPTO_la: 9 %

@LetsBit_ok: 3.92 %

@fiwind_io: 3.5 %"
4354,2023-02-13 12:21:52+00:00,bettercallbar,"Una duda que me surgió... Se puede usar la Lemon Card en el exterior, por ej Brasil? @lemonapp_ar"
4355,2023-02-13 12:17:46+00:00,riverapatagonia,¡Fichate este tremendo NFT que tengo en mi perfil! 👉🏽 https://t.co/GLxCUQwglT #LemonNation @lemonapp_ar
4356,2023-02-13 09:58:39+00:00,diegofurque,@lemonapp_ar hola! se sabe cuando van a volver a poder emitir tarjetas? muchas gracias!
4357,2023-02-13 08:36:14+00:00,DanteInferno143,@lemonapp_ar $professorloki
4358,2023-02-13 03:01:21+00:00,seergiobraok,@Marian_A79 @lemonapp_ar Fijate que capaz llegaste al limite mensual bro
4359,2023-02-13 02:54:58+00:00,Foreword_,@lemonapp_ar $gmansilla4
4360,2023-02-13 02:33:53+00:00,matiffernandez_,@Luka_Latt @lemonapp_ar Ni en remojo lo tuyo
4361,2023-02-13 02:22:23+00:00,GonzaloEbel,@Marian_A79 @lemonapp_ar Cómo le hiciste para llegar hasta el nivel 4? ⚠️
4362,2023-02-13 02:02:47+00:00,MSilvinaBarrios,@lemonapp_ar Solo queremos noticias de $juice
