,Date,User,Tweet
1206,2023-02-26 08:48:30+00:00,Marcolopzflores,@mercadopago mi pago de servicios no toma la referencia indicada es un problema en la app?
1207,2023-02-26 07:08:45+00:00,Juampivera23,@mercadopago https://t.co/Jh4LMeaqmb
1208,2023-02-26 04:56:15+00:00,FabyMAguilar,Se me ocurrió hacer un pedido por @mercadopago  2 horas y ni señales. Quiero cancelar y te hacen esperar hasta la hr que ellos te digan. Que porquería de app! 🤬🤬
1209,2023-02-26 03:32:26+00:00,BancoGalicia,"@marcelogiache @mercadopago ¡Hola, Marcelo! Todavía sigue el inconveniente con las transferencias, pero quédate tranquilo que van a ser devueltas a tu cuenta en 48 hs hábiles. Aprovechamos para decirte que no compartas tus datos, verifica que tenemos el tilde dorado junto a nuestro nombre. Máximo."
1210,2023-02-26 03:27:58+00:00,marcelogiache,"@BancoGalicia @mercadopago Buenas!
Sigue sin haber novedades?"
1211,2023-02-26 02:47:31+00:00,r4nitex,@facusonatti @Mercadolibre @mercadopago Bestial
1212,2023-02-26 02:30:58+00:00,Anderso46826024,Esse ele não vende no shopp time @botine @takesh @mercadopago @amigao @PAULOSOARESCR https://t.co/kAx5Xs9nQW
1213,2023-02-26 02:25:54+00:00,inteli_tw,"Hola, @mercadopago 
Van varias veces que intento instalar la App en mi celular nvo., llega hasta el 85% y se clava ...
Ya probé vaciar la caché de Servicios GGl Play, reiniciar el teléfono .."
1214,2023-02-26 00:31:06+00:00,JuanDgoo,@hans_tapias @ML_Ayuda @Mercadolibre @mercadopago Me llegaron unos correo con el mismo nombre después del @ es veridico?
1215,2023-02-25 23:50:27+00:00,angie_dr,"@TeleCentroAr @mercadopago Mirá lo que es esa velocidad!! $9000 la última factura x ""150 megas"" Que servicio tan de m me tienen harta 😵 https://t.co/Hg8v0anOfs"
1216,2023-02-25 23:48:16+00:00,PetricioF,"@ML_Ayuda @ML_Ayuda no compren por ML, pésima atención post-venta @mercadopago"
1217,2023-02-25 23:44:25+00:00,PetricioF,"@mercadopago nadie me da solución, compré por ML y se hizo el descuento en mi tarjeta pero en la app no actualizo la compra y salió como rechazada. Ni siquiera me devuelven el dinero a MP, me dicen que espere 16 días, necesito mi dinero o traspaso en mercado pago. Mande DM y nada"
1218,2023-02-25 23:41:23+00:00,fdguerrico,@mercadopago hola no puedo validar mi usuario ya que no escanea mi dni y es un teléfono nuevo
1219,2023-02-25 23:41:02+00:00,PetricioF,"@ML_Ayuda Voy a demandarlos, no puede ser que una app que aparece en todos lados no devuelva el dinero cuando el error obviamente fue de uds, me hizo el descuento de la compra en mi tarjeta y esta no se hizo por la app. Les mande DM y nada. Por último, devolución a @mercadopago"
1220,2023-02-25 23:40:23+00:00,MillarezGabrie1,@mercadopago no me liberan la cuenta y me piden papeles de algo q no solicite estoy cansado de no poder tener respuesta los voy a demandar
1221,2023-02-25 22:19:23+00:00,Roberto161293,@MartinGuemes @Mercadolibre @GustavoSaenzOK @NDemitropulos @ML_Argentina @mercadopago @Modernizacionok @danielisa @esper_noelia Muy buen curso ... 👍  felicidades
1222,2023-02-25 21:35:39+00:00,BancoGalicia,"@marcelogiache @mercadopago Hola, @marcelogiache. Te comentamos que se trata de un error con COELSA, las operaciones van a volver a tu cuenta en un tiempo máximo de 48 horas hábiles. Quedamos acá por cualquier otra duda. Saludos. Paulo."
1223,2023-02-25 21:32:47+00:00,marcelogiache,"@BancoGalicia realicé 3 transferencias a mi cuenta de @mercadopago y las 3 me figuran rechazadas. Pero me debitaron la plata de la cuenta, qué está pasando? Me podrían ayudar?"
1224,2023-02-25 21:20:51+00:00,dechacalapija,"@facusonatti @Mercadolibre @mercadopago Galperin traidor a la patria.
Vivís en Uruguay rata"
1225,2023-02-25 21:02:34+00:00,moni2otracuenta,"@AlejandroMelhem @mercadopago El problema es la inseguridad de la app @mercadopago.Confíé en lo que contás y me vaciaron la cuenta con el robo de mi celular. Línea e imei del equipo bloqueados,sin huella digital. Se llevaron todos mis ahorros y @mercadopago no da respuesta.Otros bancos no permitieron acceso."
1226,2023-02-25 20:42:53+00:00,ML_Ayuda,"@Cryinenglish @Mercadolibre @mercadopago Como te pusiste en contacto con nosotros mediante nuestra mensajería privada, te comentamos que ya nos encontramos revisando tu mensaje. Te pedimos que aguardes nuestro contacto por ese medio.

Saludos."
1227,2023-02-25 20:35:50+00:00,TAUBEM,@mercadopago ya que es un local que ustedes conocen. Me dicen que empresa es la bb7097928 - bb Fr porque para ustedes es válida y a mi me usaron mi tarjeta y ustedes no se hacen cargo. https://t.co/oMBhzchlWR
1228,2023-02-25 20:33:49+00:00,juancarlos_utn,@uala_arg Hasta @mercadopago es más efectivo dando más datos de la transacción. https://t.co/kuC42XWsYv
1229,2023-02-25 20:05:11+00:00,eduardo_ch73,@TeleCentroAr @mercadopago no puedo ver la grilla d la programacion.. todo el dia estuvo asi.. arreglalo @TeleCentroAr.
1230,2023-02-25 19:51:41+00:00,Paolo_CarlinA,"@Blancasandoval0 @afgarcialo @alcaldiabquilla @mercadopago No inventes no sabía que se refería a tí, ya de más está decir que afortunadamente estás bien pero que poca."
1231,2023-02-25 19:32:29+00:00,juanlez4,"En Balvanera, el barrio donde vivo, cualquier local que me quiera aumentar un 5 o 10% con el POSNET de MERCADOPAGO digo ""No dejá, no es legal aumentar el precio si la góndola tiene un precio fijo. Dejo todo, gracias.""
Ustedes están fundiendo a los pequeños comercios @mercadopago"
1233,2023-02-25 19:23:27+00:00,dpl_tech,"#TransformaciónDigital | @mercadopago lanza tarjeta de crédito @VisaMX en #México con compras a meses en @Mercadolibre 📲💳

Conócela junto a @RulPar:
https://t.co/YarAnJqtGF"
1234,2023-02-25 19:17:34+00:00,ML_Ayuda,"@valeriadistasi @mercadopago @Mercadolibre Como te pusiste en contacto con nosotros mediante nuestra mensajería privada, te comentamos que ya nos encontramos revisando tu mensaje. Te pedimos que aguardes nuestro contacto por ese medio.

Saludos."
1236,2023-02-25 19:04:10+00:00,SebastianXIV,"@UnPibeOpinando @mercadopago @lemonapp_ar @brubankarg También???, https://t.co/PV7zapzgTw"
1239,2023-02-25 18:59:53+00:00,ML_Ayuda,"@nibaldinsky @mercadopago @Mercadolibre Hola. Te comentamos que contamos con diferentes canales de atención, podrás contactarnos por DM desde nuestras cuentas verificadas de Facebook, Instagram y Twitter. Para contactarnos puedes ingresar aquí: https://t.co/KySBaK7Ve5

Saludos."
1240,2023-02-25 18:59:39+00:00,ileanaviolin,@MatVillalba610 @floralvareezzz @mercadopago Ni brubank tampoco
1241,2023-02-25 18:59:00+00:00,UnPibeOpinando,"@SebastianXIV @mercadopago @lemonapp_ar @brubankarg Me pasa, sumale Reba, Galicia, Uala y otras"
1242,2023-02-25 18:58:57+00:00,ileanaviolin,@SebastianXIV @mercadopago @lemonapp_ar @brubankarg Confirmo👎
1244,2023-02-25 18:56:56+00:00,SebastianXIV,"Se cayeron @mercadopago @lemonapp_ar y @brubankarg?, o solo a mi me persigue la desgracia?"
1245,2023-02-25 18:48:36+00:00,MatVillalba610,"@floralvareezzz @mercadopago No funcionan las transferencias de mp, uala, banco Galicia y bbva y son los banco que intente hacer transferencia talvez los otros tampoco funcionen"
1246,2023-02-25 18:48:03+00:00,floralvareezzz,@milagrossst @mercadopago Ya se acreditó fíjense
1247,2023-02-25 18:47:47+00:00,BancoGalicia,"@MatVillalba610 @mercadopago Mateo. Te escribimos por privado, aguardamos tu respuesta. Tamara."
1248,2023-02-25 18:47:37+00:00,luispab68328787,@mercadopago @jeremiaslipari No aparece la opción de débitos automáticos y quiero darme de baja de mercado crédito lo active por accidente 🥲
1249,2023-02-25 18:46:16+00:00,MatVillalba610,Necesito transferir un dinero y la app de @mercadopago y @BancoGalicia no me dejan realizar transferencia!
1251,2023-02-25 18:43:23+00:00,duvaldavidr,@mercadopago
1252,2023-02-25 18:43:05+00:00,floralvareezzz,@duvaldavidr @UnPibeOpinando @milagrossst @mercadopago Uff lo que vamos a renegar entonces lpm 🤦🏼‍♀️
1253,2023-02-25 18:42:58+00:00,nibaldinsky,"@ML_Ayuda necesito ayuda, como demuestro a @mercadopago que los dineros que @Mercadolibre me transfiere en la cuenta @mercadopago que ustedes @Mercadolibre me obligaron a crear para pagarme????? https://t.co/yxqINjXeht"
1254,2023-02-25 18:41:24+00:00,fervictorero,@floralvareezzz @milagrossst @UnPibeOpinando @mercadopago El bbva no te deja hacer transferencia a mp A otras cuentas si
1255,2023-02-25 18:39:26+00:00,duvaldavidr,@UnPibeOpinando @floralvareezzz @milagrossst @mercadopago Con razón. Estoy renegando desde la 11am
1256,2023-02-25 18:38:26+00:00,floralvareezzz,"@milagrossst @UnPibeOpinando @mercadopago Si debe ser eso, ojalá rápido 🤞🏻"
1257,2023-02-25 18:37:15+00:00,milagrossst,"@UnPibeOpinando @floralvareezzz @mercadopago Entonces están funcionando mal los bancos, porque de mercado pago a otro mercado pago llega bien. Esperemos que se solucione pronto 😡"
1258,2023-02-25 18:36:17+00:00,UnPibeOpinando,"@milagrossst @floralvareezzz @mercadopago No, desde Reba y desde brubank"
1259,2023-02-25 18:35:59+00:00,floralvareezzz,"@milagrossst @UnPibeOpinando @mercadopago Siii, hice transferencia desde cuenta dni a Mercado pago , espero solucionen rápido lpm"
1260,2023-02-25 18:35:34+00:00,floralvareezzz,@UnPibeOpinando @milagrossst @mercadopago Espero que sea así lpm
1261,2023-02-25 18:35:05+00:00,milagrossst,@UnPibeOpinando @floralvareezzz @mercadopago A vos te paso con transferencia desde cuenta dni?
1263,2023-02-25 18:34:19+00:00,milagrossst,"@floralvareezzz @mercadopago Debe estar funcionando mal cuenta dni. Estará con demoras, porque la Plata la descontaron pero todavía no me llego, no aparece en movimientos ni nada. Pero me hice una transferencia desde otra cuenta de mercado pago y llego al toque"
1264,2023-02-25 18:34:15+00:00,UnPibeOpinando,"@floralvareezzz @milagrossst @mercadopago Tamo en la misma, según tengo entendido es un problema de su procesador de pagos, como que se cayo"
1265,2023-02-25 18:33:45+00:00,floralvareezzz,@UnPibeOpinando @milagrossst @mercadopago No nada
1267,2023-02-25 18:33:23+00:00,UnPibeOpinando,"@floralvareezzz @milagrossst @mercadopago Claro obvio, pero en los movimientos de Mercado pago, no te aparece como q llego?"
1268,2023-02-25 18:32:51+00:00,MP_ayuda,"@CristianGhitman @mercadopago Hola. Para ver lo sucedido con tu transferencia, contactanos por DM desde nuestras cuentas verificadas de Facebook, Instagram y Twitter. También podés ingresar a nuestro Portal de Ayuda, desde acá: https://t.co/a9G64Yp8Xo

Saludos."
1269,2023-02-25 18:29:32+00:00,floralvareezzz,@UnPibeOpinando @milagrossst @mercadopago En cuenta dni me descontaron la plata pero no me llega
1272,2023-02-25 18:28:26+00:00,UnPibeOpinando,@floralvareezzz @milagrossst @mercadopago Te fijaste si en los movimientos te aparece como q llego o ni eso? Porq a muchos les aparece q llego pero no les aparece el saldo
1273,2023-02-25 18:27:16+00:00,floralvareezzz,"@milagrossst @mercadopago Ahhh pensé que ami sola, debe ser algo de la aplicación! Todavía sigue sin llegarte ?"
1274,2023-02-25 18:26:26+00:00,milagrossst,@floralvareezzz @mercadopago A mi me pasó lo mismo recién lpm
1276,2023-02-25 18:22:39+00:00,floralvareezzz,"Hice una transferencia de cuenta dni a Mercado pago y no me llegó, que hago? @mercadopago"
1278,2023-02-25 18:20:11+00:00,CristianGhitman,"Che, @mercadopago @MP_ayuda acabo de ingresar dinero a mi cuenta de MP, me llegaron todas las notificaciones que el dinero está disponible, pero la cuenta sigue en cero. ¿Qué hacemos?"
1279,2023-02-25 18:18:15+00:00,MikeBadano,"@TeleCentroAr @mercadopago Ya tenemos la baja y nos siguen facturando
 No nos dan bola en ninguna red social"
1280,2023-02-25 18:17:05+00:00,SebastianXIV,@mercadopago está teniendo problemas para acreditar el dinero en la cuenta????
1281,2023-02-25 18:10:35+00:00,unamedQA,Qué pasa @mercadopago que llevo esperando más de 4 horas una transferencia entrante
1282,2023-02-25 18:02:20+00:00,Blancasandoval0,Siguen sin sarme solución a los cargos @mercadopago y @rappicardmx
1283,2023-02-25 18:01:37+00:00,MP_ayuda,"@belueatingsushi @mercadopago Hola, te comentamos que contamos con diferentes canales de atención, podrás contactarnos por DM desde nuestras cuentas verificadas de Facebook, Instagram y Twitter. Para contactarnos podés ingresar acá: https://t.co/ctWJqaaYbw

Saludos."
1284,2023-02-25 17:57:42+00:00,afgarcialo,@Blancasandoval0 @alcaldiabquilla @mercadopago Que horror!
1285,2023-02-25 17:53:11+00:00,__candegonzalez,"Escúchame una cosa @mercadopago ya es como la segunda vez que me cagan, qué onda"
1286,2023-02-25 17:52:07+00:00,piapsico,"@mercadopago fui estafada a través de ustedes , dijeron q se comunicarían y no lo han hecho"
1287,2023-02-25 17:43:26+00:00,Blancasandoval0,@afgarcialo @alcaldiabquilla Mira la amable respuesta de mercado pago @mercadopago no me quieren responder. https://t.co/0jjJZEJ1oq
1288,2023-02-25 17:43:15+00:00,criptosmy,"Mercado Pago solamente funciona bien de Lunes a Viernes, los fines de semana siempre tiene problemas para acreditación y recepción de transferencias. Es increíble, deberían colocar que funcionan solo de Lunes a Viernes. @mercadopago"
1289,2023-02-25 17:33:29+00:00,belueatingsushi,"Hola. Me transferí dinero a mi cuenta y no llega (Banco Nación a MP) y tampoco funciona debito directo.
BUEN MOMENTO PARA QUE SE CAIGA EL SERVICIO EH!

@mercadopago @MP_ayuda"
1290,2023-02-25 17:30:05+00:00,piapsico,@mercadopago dijeron q hoy me llamarían x las estafas que me hicieron utilizando la empresa y aún nadie se comunicó conmigo
1291,2023-02-25 17:00:03+00:00,ML_Ayuda,"@mechi_lugo @mercadopago @Mercadolibre Hola. Para asesorarte sobre el préstamo que desconocés, podrás contactarnos a través de nuestra mensajería privada en Facebook, Twitter e Instagram o nuestro Portal de Ayuda: https://t.co/QhlWjLsqOq

Te esperamos."
1292,2023-02-25 16:57:07+00:00,mechi_lugo,@mercadopago @Mercadolibre cuánto tiempo más van a tardar en contactarse conmigo por la estafa que acabo de sufrir de un préstamo que no es mío ?
1294,2023-02-25 16:42:13+00:00,Franquito_____1,@mercadopago denme una solución comuníquense estoy hace semanas sin poder trabajar y mis ahorros están en esa cuenta
1295,2023-02-25 16:40:36+00:00,ML_Ayuda,"@jmfdcv @acebesrichard @mercadopago @marcos_galperin @Mercadolibre Hola. Como ya te pusiste en contacto con nosotros mediante nuestra mensajería privada, te comentamos que ya nos encontramos revisando tu mensaje, por lo que nos estaremos contactando contigo a la brevedad. Te pedimos que aguardes nuestro contacto por ese medio.

Saludos."
1296,2023-02-25 16:39:06+00:00,romurgio2,"@mercadopago son una vergüenza, una semana tratando de contactarlos y no responden"
1297,2023-02-25 16:36:45+00:00,gutzfernandoo,@mercadopago devuélvanme mi Plata aweonaos
1299,2023-02-25 16:01:21+00:00,imhoff_jo,@MP_ayuda @mercadopago el equipo especializado que se lava las manos y no hace nada @mercadopago #MercadoPago
1300,2023-02-25 15:58:15+00:00,imhoff_jo,"@MP_ayuda @mercadopago no gracias , ya me cerraron el reclamo, me dicen que arregle directo con el estafador, son de risa, en la comisaria lo estoy arreglando, está todo en fiscalia el caso, ustedes no tienen politicas para estafas, una verguenza!!!"
1302,2023-02-25 15:44:29+00:00,jhaguileras,@ML_Colombia cobranzas@mercadopagoventas.com este correo es verídico de la plataforma mercadopago? @mercadopago
1304,2023-02-25 15:24:34+00:00,Abortorta,@mnzarza @mercadopago Menos mal que estás vos cerca
1305,2023-02-25 15:11:03+00:00,benassuly_mdna,"@mercadopago cadê meu dinheiro? 
Que porra!"
1306,2023-02-25 15:04:47+00:00,mnzarza,Hola @mercadopago recién quisieron realizar un fraude llamando a mi novia desde whatsapp desde +5493518575578 supongo que no conoces el número pero desde allí quisieron que instalara quick support para entrarle a la cuenta
1307,2023-02-25 14:47:50+00:00,autusgo,Necesitaba actualizar mi email en @Mercadolibre y como parece que usé el nuevo para hacer una compra con @mercadopago quedó una en una instancia intermedia de alta de usuario. Me piden que me registre y luego me de de baja para poder usar ese email en mi cuenta de toda la vida 🤡
1308,2023-02-25 14:31:36+00:00,Martu1422,@mercadopago @marcos_galperin Sigo esperando...
1309,2023-02-25 14:18:38+00:00,MP_ayuda,"@MP_Argentin @Franquito_____1 @mercadopago Hola, podrás contactarnos por DM desde nuestras cuentas verificadas de Facebook, Instagram y Twitter. Además, contamos con 2 canales de contacto de Mercado Libre y Mercado Pago.

Podrás contactarte con nuestro equipo de soporte, desde acá: https://t.co/6pV4WQFrKs 
 
Saludos."
1311,2023-02-25 14:04:16+00:00,ScotiabankUy,Ahora con tu Tarjeta American Express podés comprar en tiendas online pagando a través de @mercadopago   🤩🙌 Además…. ¡Disfrutás de 12 cuotas sin recargo en pesos! Conocé más en https://t.co/00fapOInQ3 https://t.co/7GU80GyEGk
1312,2023-02-25 14:01:50+00:00,TeleCentroAr,"¿Último finde de vacaciones de los chicos?👦

#Cuidadatero adquirí tu Pack Prepago y disfrutá con ellos de sus contenidos favoritos sin consumir tus datos móviles.📲

👉Comprá tu Pack desde la App de @mercadopago o las sucursales de Pago Fácil, Rapipago o Provincia NET Pagos https://t.co/UfhhtlYzcg"
1314,2023-02-25 13:57:34+00:00,daniellabernal8,"@mercadopago Me robaron mi dinero! Dicen que hicieron el pago de una devolución y nunca entro a mi cuenta.
Me comunico y siempre dicen que es un error de ellos o que ya se solucionó y no hacen nada.
@sicsuper https://t.co/m0YRhuwOFU"
1315,2023-02-25 13:54:47+00:00,daniellabernal8,¡En @mercadopago me robaron una devolución! Desde el 10 de enero se generó y no me dan respuesta efectiva ni me generan la devolución del dinero. @sicsuper
1316,2023-02-25 13:47:43+00:00,MP_ayuda,"@imhoff_jo @mercadopago Hola, muchas gracias por la información, ya lo estaremos reportando con nuestro equipo especializado para tomar medidas al respecto. 

Que tengas un buen día."
1317,2023-02-25 13:30:54+00:00,YoshuaBMan,"Estimados Sres. De Mercadopago

Iniciare reclamos formales si su app sigue indicando que la carga del credito se puede realizar por ""Carga Sube"" cuando saben muy bien que la misma no funciona mas.
Tengan a bien modificar lo que indican.

#cargasube @TarjetaSUBEok @mercadopago"
1319,2023-02-25 12:43:33+00:00,imhoff_jo,@credens @MP_ayuda @mercadopago #MercadoPago
1320,2023-02-25 12:43:10+00:00,imhoff_jo,"@credens @MP_ayuda @mercadopago  el martes me estafaron por celular me sacaron 51000 de mi cuenta con  un link de resguardo,  le dan tres dias  al estafador para responder y ahora tres dias mas!!, y no toman medidas de ningun tipo gracias @mercadopago por preocuparse tanto..."
1321,2023-02-25 12:42:44+00:00,imhoff_jo,"@MP_ayuda @mercadopago  el martes me estafaron por celular me sacaron 51000 de mi cuenta con  un link de resguardo,  le dan tres dias  al estafador para responder y ahora tres dias mas!!, y no toman medidas de ningun tipo gracias @mercadopago por preocuparse tanto..."
1322,2023-02-25 12:39:05+00:00,imhoff_jo,@mercadopago @MP_ayuda
1323,2023-02-25 12:38:23+00:00,nipacanipalla,@facusonatti @Mercadolibre @mercadopago El GIGANTE URUGUAYO.
1324,2023-02-25 12:37:52+00:00,fedegr2,@facusonatti @Mercadolibre @mercadopago En los $1500 define
1325,2023-02-25 12:34:23+00:00,LeoGule,@facusonatti @Mercadolibre @mercadopago que bestialidad
1326,2023-02-25 12:28:16+00:00,jr1929,"@facusonatti @Mercadolibre @mercadopago Cada vez menos riesgo 🇦🇷
Cada vez más que un retail
Cada vez más financiera"
1327,2023-02-25 12:08:40+00:00,Franquito_____1,"@mercadopago Otro día sin poder recuperar mi cuenta suspendida por motivos cuales no se,Es pésimo el servicio al cliente ya me comunique por todas la redes y no se contactan conmigo sigo sin poder trabajar 
Gracias @mercadopago por su atención. @MP_ayuda"
1328,2023-02-25 12:02:58+00:00,facusonatti,"📍 @Mercadolibre 🛒💸

10.537 millones, facturó en 2022 +49,1% 🔥
Ganó 482 palos💰
Tiene 40.548 empleados (10.000 en Arg) 🤯
🇧🇷 explica 53,8% del business 
🇦🇷 23,7%
🇲🇽 17,7%

📦 Más de 1100 millones de ítems vendidos y mismo número de envíos 
🧮 123.633 palos movió @mercadopago https://t.co/dT1u9p8mkk"
1329,2023-02-25 01:55:45+00:00,LoreleyRmz,"@MatiasVolpe @ML_Ayuda @BAconsumidor @Mercadolibre @mercadopago Lo más triste es que uno paga el envío y te lo traen el día del arquero, @Mercadolibre @ML_Ayuda  hagan los envíos gratis y traiga los cuando se les canta pero encima el usuario paga y si te ponen gratis el envío el vendedor le rompen el trasero. Son garkas"
1330,2023-02-25 01:13:51+00:00,NataliaLunaVal1,@lv_natita @GobiernoTucuman @mercadopago https://t.co/tDzhm5Z9QA
1331,2023-02-25 00:48:46+00:00,mdanessaJC10,@mercadopago Que buena  la hora
1332,2023-02-24 23:37:07+00:00,Martu1422,@mercadopago @marcos_galperin Ya lo hice y no obtuve respuesta.
1334,2023-02-24 22:39:56+00:00,Shuujin_fandub,@mercadopago tengo problemas con acceder a paramont si ya lo pague
1335,2023-02-24 22:14:48+00:00,cabshit1,@mercadopago Este lunes me cobraron 5 % de recargo en una pollería. Le dije q había comprado ese mismo día con MP en 4 comercios y ninguno me cobró recargo. El tipo mala onda. Tuve q pagarlo xq ya había hecho la compra. Presten atención a los comercios avivados !
1336,2023-02-24 22:11:45+00:00,piapsico,Este teléfono es de un estafador . No atiendan. Gracias @mercadopago x la atención brindada hasta ahora https://t.co/T9iPtmBQga
1337,2023-02-24 22:10:02+00:00,tagpasemx,"Disfruta de tu próximo viaje y recibe $60 de descuento al recargar tu Tag PASE desde la App de @mercadopago  📲☑
Consulta T&amp;C: https://t.co/1CgQjyYaFs https://t.co/yJkYwgYQSi"
1338,2023-02-24 21:46:31+00:00,MatiasVolpe,@ML_Ayuda @LoreleyRmz @BAconsumidor @Mercadolibre @mercadopago Que llegaba hoy y luego de comprar dicen que llega el lunes … no sean tan estafadores y cumplan lo que prometen
1339,2023-02-24 21:45:49+00:00,MatiasVolpe,"@ML_Ayuda @LoreleyRmz @BAconsumidor @Mercadolibre @mercadopago Me haces reír .. claramente si escribo por acá es porque NO tienen respuestas en el link que me pasas y que ya había revisado . No puedo hablar con el vendedor hasta que no reciba la compra , y el tema es ese : USTEDES mintieron en la publicación diciendo (+)"
1340,2023-02-24 21:43:08+00:00,ML_Ayuda,"@MatiasVolpe @LoreleyRmz @BAconsumidor @Mercadolibre @mercadopago Hola, te comentamos que contamos con diferentes canales de atención, podrás contactarnos por DM desde nuestras cuentas verificadas de Facebook, Instagram y Twitter. Para contactarnos podés ingresar acá: https://t.co/FcBkgtD7lL

Saludos."
1341,2023-02-24 21:39:33+00:00,MatiasVolpe,@LoreleyRmz @BAconsumidor Los de @Mercadolibre @ML_Ayuda @mercadopago me cagaron también ! Claramente pague más ayer para que me llegue hoy ( como la publicación decía) y ahora entro a la app y dice que al final llega el lunes #estafa @BAconsumidor
1342,2023-02-24 21:12:23+00:00,Franquito_____1,@mercadopago Ya me contacte pero no responden mande email pero tampoco se comunican conmigo POR FAVOR NECESITO MI CUENTA PARA PODER TRABAJAR
1343,2023-02-24 21:11:04+00:00,iKENI40S,hermoso @mercadopago haciéndome una cuenta ahora mismo! https://t.co/2DA6DdQzF6
1344,2023-02-24 21:08:19+00:00,1001Duke1,"Y tienen el descaro de volver a mandar mensajes ofreciendome el mismo servicio y ""la tal promoción"" en @Mercadolibre para seguir ESTAFÁNDOME? 
No sean descarados! 
@sicsuper @PrimeVideoLat @StarPlusLA @DefensoriaCol @DNDConsumidor @sicsuper @mercadopago 
AYUUUUUDAAAAAAAA!!!!!"
1345,2023-02-24 21:03:45+00:00,1001Duke1,"Día 4. Sres @mercadopago y @Mercadolibre son ustedes UNOS LADRONES, PÍCAROS, DELINCUENTES, Cobrando mensualmente y cumplida/  un servicio q no me están prestando ni me han ayudado para remediar la situación. Ya les pasé 2 números tfnicos x DM y nada q llaman para solucionar algo https://t.co/8pZr4wOsEW"
1346,2023-02-24 20:46:33+00:00,piapsico,Es joda? @mercadopago me bloquea cuando me estafaron . En serio @ML_Ayuda
1347,2023-02-24 20:45:16+00:00,analiaespindol3,@_ms19x @fflorsa @MelanieSalinass @mercadopago Jajajajaja lpm al toque le hablé cuando me llegó y me dijo que no tiene mp🥲
1349,2023-02-24 20:28:46+00:00,TAUBEM,@tomas_rozas @mercadopago Como dice en la página que tenés que hacer. Te pasó lo mismo que me preguntas tanto?
1350,2023-02-24 20:22:12+00:00,valeriadistasi,@Mercadopago se están contactando de esta cuenta  https://t.co/UIqcNeB3f9
1351,2023-02-24 20:08:36+00:00,antareskcm,"Conoce la nueva tarjeta de crédito de @mercadopago.mex 😱🤯 #tarjetadecredito #mercadopago #financiamiento

Video completo: https://t.co/nzvuh42G56 https://t.co/2vJ3YA5c7U"
1352,2023-02-24 19:56:34+00:00,caixetaleandro1,@mercadopago @MercadoPagoBR há mais de um mês bloquearam minha conta sem nenhuma justificativa. Tenho 5 protocolos de atendimento e nenhuma solução. Tenho reclamação no @ReclameAQUI e nem por lá tem a coragem de fazer uma tratativa decente. Empreendedores não usem a plataforma.
1353,2023-02-24 19:44:50+00:00,valeriadistasi,@mercadopago me están solicitando información desde esta cuenta https://t.co/UIqcNeB3f9
1354,2023-02-24 19:33:20+00:00,ML_Ayuda,"@Lukeamarello @mercadopago @BancoNacion Hola. Para asesorarte sobre el envío de dinero, podrás contactarnos a través de nuestra mensajería privada en Facebook, Twitter e Instagram o nuestro Portal de Ayuda: https://t.co/QhlWjLsqOq

Te esperamos."
1357,2023-02-24 19:14:16+00:00,Lukeamarello,"Hola @mercadopago @ML_Ayuda ayer desde mi cuenta de MP le envié dinero a mi hermana a su cuenta de @BancoNacion pero jamás le llegó, de quién puede ser el problema? Se que 15 pesos para ustedes puede ser poca plata pero para nosotros es muchísima."
1358,2023-02-24 19:11:02+00:00,AinuuCasarini,@mercadopago hace días que vengo haciendo el reclamo y no me dan rta alguna
1359,2023-02-24 18:58:23+00:00,unamauri,@mercadopago holaaaa. estoy intentando invertir mi $$ desde la app pero me dice siempre que algo salio mal. quiero saber si tiene que ver con mantenimiento de la app o con mi cuenta. grax
1361,2023-02-24 18:42:05+00:00,GarciaAnitaok,@mercadopago tres veces borre las tarjetas de crédito y siguen apareciendo. Que puedo hacer? esta mal que ustedes dispongan q medio de pago quiero usar y cual no
1362,2023-02-24 18:41:45+00:00,Cryinenglish,@ML_Ayuda @Mercadolibre @mercadopago Ya lo hice pero nunca dan solución
1363,2023-02-24 18:33:01+00:00,anti_t0d0,@Mirlenc54Ml @mercadopago Como te fue con esto? Te devolvieron el dinero?
1364,2023-02-24 18:30:32+00:00,dpl_tech,"#TransformaciónDigital | @mercadopago ingresó al sector #insurtech con un seguro totalmente digital lanzado en conjunto con BNB Paribas Cardiff para proteger contra los asaltos más comunes en #México. 🇲🇽💳

Descubre los detalles ⬇️
https://t.co/kyn12s5kNX"
1365,2023-02-24 18:25:13+00:00,ML_Ayuda,"@Cryinenglish @Mercadolibre @mercadopago Hola, podrás contactarnos por DM desde nuestras cuentas verificadas de Facebook, Instagram y Twitter.

Podrás contactarte con nuestro equipo de soporte, desde aquí: https://t.co/Umyaq7V1Gj

También puedes contactarte ingresando aquí: https://t.co/UNPNfdLksX 
Saludos."
1366,2023-02-24 18:17:43+00:00,Cryinenglish,"Cierra mi cuenta, que me dejen de usar mis datos @Mercadolibre @mercadopago @Mercadolibre"
1367,2023-02-24 18:16:15+00:00,ML_Ayuda,"@27_paracelso @mercadopago @Mercadolibre Hola. Queremos asesorarte con el pago duplicado, por eso podrás contactarnos por la mensajería privada (DM) desde nuestras cuentas verificadas de Facebook, Instagram y Twitter o desde el portal de ayuda, ingresando aquí: https://t.co/Umyaq7V1Gj 

Esperamos tu contacto."
